UNITID,ACAD_YEAR,FILE_NAME,TABLE_TRIM,Current year GRS cohort as a percent of entering class,Exclusions from full-time fall 2022 cohort,Exclusions from part-time fall 2022 cohort,Full-time adjusted fall 2022 cohort,Full-time fall 2022 cohort,Full-time first-time degree/certificate-seeking undergraduate (current year GRS cohort),"Full-time retention rate, 2023",Inclusions to the full-time fall 2022 cohort,Inclusions to the part-time fall 2022 cohort,Part-time adjusted fall 2022 cohort,Part-time fall 2022 cohort,"Part-time retention rate, 2023",Student-to-faculty ratio,Students from the full-time adjusted fall 2022 cohort enrolled in fall 2023,Students from the part-time adjusted fall 2022 cohort enrolled in fall 2023,"Total entering students at the undergraduate level, fall 2023"
102553,2009,ef2008d_rv.csv,EFD,68,0,0,952,952,1325,70,,,145,145,50,,671,73,1957
102553,2010,ef2009d_rv.csv,EFD,48,0,0,923,923,1518,73,,,166,166,53,15,677,88,3179
102553,2011,ef2010d_rv.csv,EFD,48,0,0,985,985,1580,71,,,258,258,51,16,700,131,3274
102553,2012,ef2011d_rv.csv,EFD,49,0,0,1102,1102,1604,70,,,301,301,52,15,776,157,3260
102553,2013,ef2012d_rv.csv,EFD,49,0,0,1097,1097,1447,71,,,277,277,53,15,784,147,2932
102553,2014,ef2013d_rv.csv,EFD,50,0,0,1004,1004,1411,71,,,285,285,54,20,709,155,2801
102553,2015,ef2014d_rv.csv,EFD,46,0,0,991,991,1388,72,,,244,244,45,19,710,111,3006
102553,2016,ef2015d_rv.csv,EFD,43,0,0,998,998,1339,71,,,234,234,46,15,707,108,3128
102553,2017,ef2016d_rv.csv,EFD,43,0,0,950,950,1322,70,0,0,240,240,48,12,667,115,3084
102553,2018,ef2017d_rv.csv,EFD,42,0,0,949,949,1344,69,0,0,247,247,51,15,659,126,3204
102553,2019,ef2018d_rv.csv,EFD,50,0,0,946,946,1151,67,0,0,252,252,47,14,633,119,2312
102553,2020,ef2019d_rv.csv,EFD,44,0,0,856,856,1007,66,0,0,239,239,42,14,568,100,2272
102553,2021,ef2020d_rv.csv,EFD,35,0,0,789,789,727,68,0,0,176,176,37,13,538,65,2062
102553,2022,ef2021d_rv.csv,EFD,36,0,0,578,578,665,69,0,0,170,170,51,12,397,86,1864
102553,2023,ef2022d_rv.csv,EFD,40,0,0,489,489,705,66,0,0,152,152,47,11,324,71,1772
102553,2024,ef2023d.csv,EFD,46,0,0,501,501,860,72,0,0,169,169,43,12,359,73,1872
102614,2007,ef2006d_RV.csv,EFD,74,,,,,750,74,,,,,38,,,,1020
102614,2008,ef2007d_rv.csv,EFD,68,0,0,488,488,793,72,,,35,35,49,,349,17,1169
102614,2009,ef2008d_rv.csv,EFD,75,0,0,523,523,763,73,,,55,55,55,,380,30,1013
102614,2010,ef2009d_rv.csv,EFD,33,0,0,394,394,827,80,,,30,30,53,12,316,16,2499
102614,2011,ef2010d_rv.csv,EFD,34,0,0,443,443,854,76,,,28,28,57,12,338,16,2523
102614,2012,ef2011d_rv.csv,EFD,36,0,0,413,413,845,76,,,27,27,56,12,315,15,2346
102614,2013,ef2012d_rv.csv,EFD,35,0,0,475,475,761,74,,,25,25,68,12,352,17,2165
102614,2014,ef2013d_rv.csv,EFD,37,0,0,441,441,775,77,,,27,27,41,14,339,11,2097
102614,2015,ef2014d_rv.csv,EFD,35,0,0,468,468,739,78,,,35,35,49,14,363,17,2105
102614,2016,ef2015d_rv.csv,EFD,33,0,0,484,484,697,75,,,35,35,46,11,364,16,2127
102614,2017,ef2016d_rv.csv,EFD,35,0,0,448,448,670,75,0,0,44,44,50,9,338,22,1929
102614,2018,ef2017d_rv.csv,EFD,39,0,0,449,449,638,77,0,0,42,42,64,11,346,27,1633
102614,2019,ef2018d_rv.csv,EFD,36,0,0,387,387,584,73,0,0,33,33,61,11,284,20,1640
102614,2020,ef2019d_rv.csv,EFD,33,0,0,398,398,539,73,0,0,47,47,38,10,290,18,1617
102614,2021,ef2020d_rv.csv,EFD,34,0,0,348,348,513,78,0,0,33,33,39,11,272,13,1489
102614,2022,ef2021d_rv.csv,EFD,36,0,0,368,368,538,68,0,0,54,54,54,12,250,29,1488
102614,2023,ef2022d_rv.csv,EFD,39,0,0,396,396,561,70,0,0,46,46,43,11,276,20,1456
102614,2024,ef2023d.csv,EFD,46,0,0,423,423,597,72,0,0,44,44,43,12,305,19,1301
102632,2007,ef2006d_RV.csv,EFD,20,,,,,139,55,,,,,40,,,,705
102632,2008,ef2007d_rv.csv,EFD,15,0,0,79,79,108,44,,,11,11,36,,35,4,713
102632,2009,ef2008d_rv.csv,EFD,27,0,0,49,49,160,55,,,8,8,25,,27,2,597
102632,2010,ef2009d_rv.csv,EFD,20,0,0,109,109,191,61,,,14,14,43,12,67,6,938
102632,2011,ef2010d_rv.csv,EFD,23,0,0,93,93,208,63,,,24,24,54,13,59,13,905
102632,2012,ef2011d_rv.csv,EFD,24,0,0,121,121,191,57,,,21,21,48,13,69,10,808
102632,2013,ef2012d_rv.csv,EFD,27,0,0,115,115,194,56,,,23,23,26,13,64,6,708
102632,2014,ef2013d_rv.csv,EFD,25,0,0,95,95,159,72,,,7,7,57,16,68,4,640
102632,2015,ef2014d_rv.csv,EFD,21,0,0,60,60,154,72,,,11,11,64,15,43,7,720
102632,2016,ef2015d_rv.csv,EFD,36,0,0,84,84,145,64,,,18,18,28,12,54,5,405
102632,2017,ef2016d_rv.csv,EFD,31,0,0,70,70,118,56,0,0,13,13,62,9,39,8,380
102632,2018,ef2017d_rv.csv,EFD,36,0,0,70,70,155,70,0,0,6,6,17,10,49,1,433
102632,2019,ef2018d_rv.csv,EFD,34,0,0,70,70,164,74,0,0,6,6,50,10,52,3,489
102632,2020,ef2019d_rv.csv,EFD,28,0,0,90,90,109,59,0,0,11,11,45,10,53,5,391
102632,2021,ef2020d_rv.csv,EFD,27,0,0,60,60,105,63,0,0,22,22,32,10,38,7,390
102632,2022,ef2021d_rv.csv,EFD,29,0,0,68,68,111,65,0,0,26,26,35,9,44,9,382
102632,2023,ef2022d_rv.csv,EFD,29,0,0,69,69,111,65,0,0,12,12,25,9,45,3,380
102632,2024,ef2023d.csv,EFD,27,0,0,56,56,89,71,0,0,8,8,50,9,40,4,325
104151,2007,ef2006d_RV.csv,EFD,59,,,,,7076,79,,,,,,,,,11913
104151,2008,ef2007d_rv.csv,EFD,59,102,0,6974,7076,6977,78,,,818,818,66,,5436,537,11743
104151,2009,ef2008d_rv.csv,EFD,55,134,22,8530,8664,8458,80,,,588,610,56,,6783,330,15476
104151,2010,ef2009d_rv.csv,EFD,55,141,24,8317,8458,8261,81,,,1225,1249,59,23,6750,724,15042
104151,2011,ef2010d_rv.csv,EFD,47,134,23,8127,8261,7544,84,,,1060,1083,67,23,6828,713,15967
104151,2012,ef2011d_rv.csv,EFD,56,90,29,7454,7544,9082,84,,,1971,2000,67,25,6225,1312,16200
104151,2013,ef2012d_rv.csv,EFD,50,139,5,8943,9082,8393,80,,,167,172,42,25,7150,70,16662
104151,2014,ef2013d_rv.csv,EFD,66,128,3,6322,6450,7114,84,,,104,107,40,23,5336,42,10751
104151,2015,ef2014d_rv.csv,EFD,65,69,1,7045,7114,7594,86,,,56,57,43,22,6065,24,11601
104151,2016,ef2015d_rv.csv,EFD,68,50,2,7544,7594,8278,86,,,51,53,43,23,6502,22,12090
104151,2017,ef2016d_rv.csv,EFD,70,58,5,8220,8278,8185,86,0,0,65,70,37,23,7059,24,11725
104151,2018,ef2017d_rv.csv,EFD,71,55,0,8130,8185,7822,87,0,0,45,45,53,20,7040,24,10992
104151,2019,ef2018d_rv.csv,EFD,72,72,2,7750,7822,8809,88,0,0,50,52,48,19,6793,24,12232
104151,2020,ef2019d_rv.csv,EFD,75,84,0,8725,8809,9977,88,0,0,52,52,40,20,7716,21,13335
104151,2021,ef2020d_rv.csv,EFD,70,120,4,13717,13837,12427,86,0,0,124,128,50,18,11824,62,17702
104151,2022,ef2021d_rv.csv,EFD,73,162,7,12265,12427,14097,86,0,0,243,250,41,18,10548,99,19351
104151,2023,ef2022d_rv.csv,EFD,76,166,5,13931,14097,14980,85,0,0,148,153,50,19,11892,74,19762
104151,2024,ef2023d.csv,EFD,75,170,4,14810,14980,13987,85,0,0,167,171,47,18,12636,78,18634
104179,2007,ef2006d_RV.csv,EFD,73,,,,,5788,79,,,,,45,,,,7971
104179,2008,ef2007d_rv.csv,EFD,73,0,0,5788,5788,6231,80,,,221,221,51,,4625,112,8482
104179,2009,ef2008d_rv.csv,EFD,74,0,0,6231,6231,6331,79,,,338,338,52,,4936,176,8612
104179,2010,ef2009d_rv.csv,EFD,76,0,0,6331,6331,6782,78,,,378,378,58,20,4946,220,8878
104179,2011,ef2010d_rv.csv,EFD,76,0,0,6782,6782,6810,77,,,184,184,36,21,5235,67,8998
104179,2012,ef2011d_rv.csv,EFD,74,3,0,6797,6800,6874,77,,,211,211,48,20,5248,102,9262
104179,2013,ef2012d_rv.csv,EFD,73,7,9,6867,6874,6955,80,,,417,426,54,22,5504,227,9551
104179,2014,ef2013d_rv.csv,EFD,70,0,0,6955,6955,6272,81,,,446,446,59,21,5667,262,8953
104179,2015,ef2014d_rv.csv,EFD,69,6,0,6266,6272,6974,82,,,609,609,63,20,5131,382,10038
104179,2016,ef2015d_rv.csv,EFD,68,12,0,6960,6972,6973,80,,,692,692,63,22,5595,434,10258
104179,2017,ef2016d_rv.csv,EFD,60,12,0,6961,6973,5997,80,0,0,1063,1063,64,20,5602,678,10028
104179,2018,ef2017d_rv.csv,EFD,59,19,0,5978,5997,5902,83,0,0,1756,1756,62,15,4981,1085,10067
104179,2019,ef2018d_rv.csv,EFD,57,27,0,5875,5902,6011,81,0,0,1458,1458,64,15,4773,929,10467
104179,2020,ef2019d_rv.csv,EFD,56,19,0,5992,6011,6036,83,0,0,1739,1739,67,15,4986,1160,10745
104179,2021,ef2020d_rv.csv,EFD,54,19,0,6017,6036,5374,85,0,0,1647,1647,67,15,5143,1101,10018
104179,2022,ef2021d_rv.csv,EFD,54,15,0,5359,5374,6012,84,0,0,1960,1960,63,17,4503,1237,11136
104179,2023,ef2022d_rv.csv,EFD,49,11,0,6001,6012,6154,86,0,0,2471,2471,67,17,5139,1645,12552
104179,2024,ef2023d.csv,EFD,65,13,0,6141,6154,8625,88,0,0,2915,2915,68,19,5384,1982,13184
104708,2007,ef2006d_RV.csv,EFD,8,,,,,491,63,,,,,39,,,,6504
104708,2008,ef2007d_rv.csv,EFD,9,0,0,491,491,551,59,,,418,418,43,,290,180,6131
104708,2009,ef2008d_rv.csv,EFD,27,0,0,551,551,1564,55,,,392,392,30,,304,118,5841
104708,2010,ef2009d_rv.csv,EFD,30,0,0,1564,1564,2036,64,,,1149,1149,38,24,999,432,6709
104708,2011,ef2010d_rv.csv,EFD,33,0,0,2036,2036,2235,60,,,1387,1387,41,24,1225,563,6824
104708,2012,ef2011d_rv.csv,EFD,37,0,0,2235,2235,2424,58,,,1575,1575,37,23,1297,578,6497
104708,2013,ef2012d_rv.csv,EFD,34,0,0,2424,2424,2227,58,,,1623,1623,36,22,1410,588,6482
104708,2014,ef2013d_rv.csv,EFD,35,0,0,2227,2227,2057,59,,,1473,1473,40,21,1324,584,5796
104708,2015,ef2014d_rv.csv,EFD,34,0,0,2057,2057,1981,60,,,1462,1462,37,21,1228,545,5771
104708,2016,ef2015d_rv.csv,EFD,34,0,0,1981,1981,1801,64,,,1427,1427,40,22,1263,577,5285
104708,2017,ef2016d_rv.csv,EFD,33,0,0,1801,1801,1698,66,0,0,1119,1119,45,21,1188,506,5113
104708,2018,ef2017d_rv.csv,EFD,32,0,0,1698,1698,1680,66,0,0,1105,1105,42,22,1123,464,5230
104708,2019,ef2018d_rv.csv,EFD,32,0,0,1680,1680,1533,64,0,0,1042,1042,43,22,1067,452,4735
104708,2020,ef2019d_rv.csv,EFD,29,0,0,1533,1533,1397,66,0,0,1010,1010,45,21,1017,454,4741
104708,2021,ef2020d_rv.csv,EFD,33,0,0,1397,1397,908,56,0,0,985,985,35,15,782,345,2715
104708,2022,ef2021d_rv.csv,EFD,30,0,0,908,908,1072,63,0,0,681,681,42,15,575,289,3530
104708,2023,ef2022d_rv.csv,EFD,21,0,0,857,857,1200,67,0,0,722,722,41,15,572,294,5792
104708,2024,ef2023d.csv,EFD,27,0,0,0,0,1298,,0,0,722,722,41,17,0,294,4801
105145,2007,ef2006d_RV.csv,EFD,7,,,,,161,42,,,,,28,,,,2458
105145,2008,ef2007d_rv.csv,EFD,6,0,0,161,161,143,52,,,497,497,29,,83,146,2282
105145,2009,ef2008d_rv.csv,EFD,9,0,0,143,143,172,46,,,440,440,28,,66,125,1967
105145,2010,ef2009d_rv.csv,EFD,10,0,0,172,172,228,60,,,392,392,33,9,103,131,2175
105145,2011,ef2010d_rv.csv,EFD,12,0,0,228,228,240,57,,,481,481,30,18,130,145,2030
105145,2012,ef2011d_rv.csv,EFD,12,0,0,240,240,246,54,,,446,446,37,17,130,167,2068
105145,2013,ef2012d_rv.csv,EFD,16,0,0,246,246,309,56,,,492,492,38,15,137,189,1991
105145,2014,ef2013d_rv.csv,EFD,17,0,0,309,309,334,55,,,393,393,40,14,171,158,2024
105145,2015,ef2014d_rv.csv,EFD,17,0,0,334,334,302,56,,,448,448,36,13,187,160,1734
105145,2016,ef2015d_rv.csv,EFD,17,0,0,302,302,293,61,,,302,302,42,13,184,128,1774
105145,2017,ef2016d_rv.csv,EFD,21,0,0,293,293,334,56,0,0,299,299,37,14,164,111,1592
105145,2018,ef2017d_rv.csv,EFD,19,0,0,334,334,312,54,0,0,249,249,42,14,179,105,1646
105145,2019,ef2018d_rv.csv,EFD,19,0,0,312,312,295,57,0,0,261,261,44,15,178,116,1564
105145,2020,ef2019d_rv.csv,EFD,16,0,0,295,295,288,59,0,0,223,223,45,15,173,100,1748
105145,2021,ef2020d_rv.csv,EFD,16,0,0,288,288,264,56,0,0,295,295,39,11,160,116,1647
105145,2022,ef2021d_rv.csv,EFD,14,0,0,196,196,212,61,0,0,165,165,45,11,120,74,1548
105145,2023,ef2022d_rv.csv,EFD,10,0,0,187,187,224,55,0,0,212,212,45,12,102,96,2226
105145,2024,ef2023d.csv,EFD,9,0,0,224,224,226,61,0,0,0,0,,13,136,0,2408
105297,2007,ef2006d_RV.csv,EFD,54,,,,,250,48,,,,,29,,,,461
105297,2008,ef2007d_rv.csv,EFD,56,0,0,250,250,244,44,,,100,100,33,,111,33,435
105297,2009,ef2008d_rv.csv,EFD,54,0,0,248,248,316,46,,,146,146,29,,115,43,588
105297,2010,ef2009d_rv.csv,EFD,50,0,0,0,0,310,,,,0,0,,25,0,0,620
105297,2011,ef2010d_rv.csv,EFD,57,0,0,0,0,388,,,,0,0,,27,0,0,685
105297,2012,ef2011d_rv.csv,EFD,62,0,0,8,8,339,100,,,0,0,,20,8,0,549
105297,2013,ef2012d_rv.csv,EFD,54,0,0,6,6,286,83,,,0,0,,17,5,0,528
105297,2014,ef2013d_rv.csv,EFD,65,0,0,5,5,210,80,,,0,0,,14,4,0,321
105297,2015,ef2014d_rv.csv,EFD,63,0,0,5,5,181,80,,,0,0,,15,4,0,286
105297,2016,ef2015d_rv.csv,EFD,37,0,0,5,5,115,80,,,0,0,,12,4,0,310
105297,2017,ef2016d_rv.csv,EFD,40,0,0,0,0,118,,0,0,0,0,,12,0,0,297
105297,2018,ef2017d_rv.csv,EFD,33,0,0,0,0,91,,0,0,0,0,,16,0,0,280
105297,2019,ef2018d_rv.csv,EFD,39,0,0,0,0,135,,0,0,0,0,,14,0,0,342
105297,2020,ef2019d_rv.csv,EFD,48,0,0,28,28,141,50,0,0,5,5,40,13,14,2,294
105297,2021,ef2020d_rv.csv,EFD,37,0,0,8,8,80,50,0,0,4,4,50,13,4,2,217
105297,2022,ef2021d_rv.csv,EFD,46,0,0,11,11,64,9,0,0,0,0,,12,1,0,140
105297,2023,ef2022d_rv.csv,EFD,48,0,0,5,5,123,100,0,0,3,3,67,15,5,2,258
105297,2024,ef2023d.csv,EFD,43,0,0,15,15,110,33,0,0,3,3,33,20,5,1,257
105330,2007,ef2006d_RV.csv,EFD,57,,,,,2607,72,,,,,53,,,,4567
105330,2008,ef2007d_rv.csv,EFD,59,0,0,2607,2607,2931,71,,,239,239,54,,1858,128,4987
105330,2009,ef2008d_rv.csv,EFD,61,0,0,2931,2931,3309,69,,,240,240,54,,2025,130,5423
105330,2010,ef2009d_rv.csv,EFD,61,0,0,3309,3309,3454,72,,,279,279,62,19,2367,174,5666
105330,2011,ef2010d_rv.csv,EFD,59,0,0,3454,3454,3789,71,,,248,248,53,20,2453,132,6428
105330,2012,ef2011d_rv.csv,EFD,52,0,0,3741,3741,3194,73,,,343,343,52,20,2722,179,6200
105330,2013,ef2012d_rv.csv,EFD,62,0,0,3194,3194,4092,76,,,624,624,60,21,2431,372,6632
105330,2014,ef2013d_rv.csv,EFD,60,2,0,4090,4092,4348,72,,,105,105,44,19,2936,46,7260
105330,2015,ef2014d_rv.csv,EFD,57,0,0,4347,4347,4383,74,,,378,378,62,18,3202,234,7737
105330,2016,ef2015d_rv.csv,EFD,55,1,1,4382,4383,4663,74,,,508,509,56,18,3261,285,8461
105330,2017,ef2016d_rv.csv,EFD,58,1,0,4662,4663,5010,76,0,0,555,555,55,18,3521,303,8694
105330,2018,ef2017d_rv.csv,EFD,60,1,0,5008,5009,5261,76,0,0,594,594,50,19,3798,296,8794
105330,2019,ef2018d_rv.csv,EFD,58,1,2,5259,5260,5047,73,0,0,635,637,49,19,3863,309,8748
105330,2020,ef2019d_rv.csv,EFD,59,0,0,5047,5047,4772,78,0,0,821,821,50,19,3914,413,8056
105330,2021,ef2020d_rv.csv,EFD,60,0,0,4772,4772,4589,76,0,0,678,678,55,22,3639,370,7656
105330,2022,ef2021d_rv.csv,EFD,63,0,0,4588,4588,4749,74,0,0,624,624,45,21,3416,282,7479
105330,2023,ef2022d_rv.csv,EFD,74,2,0,4747,4749,5434,76,0,0,546,546,42,20,3605,231,7388
105330,2024,ef2023d.csv,EFD,74,1,0,5433,5434,5362,73,0,0,137,137,19,19,3942,26,7226
105668,2007,ef2006d_RV.csv,EFD,1,,,,,33,55,,,,,19,,,,6046
105668,2008,ef2007d_rv.csv,EFD,1,0,0,33,33,74,61,,,41,41,32,,20,13,6246
105668,2009,ef2008d_rv.csv,EFD,2,0,0,74,74,150,50,,,99,99,22,,37,22,6342
105668,2010,ef2009d_rv.csv,EFD,3,0,0,150,150,208,51,,,496,496,18,36,77,87,6115
105668,2011,ef2010d_rv.csv,EFD,5,0,0,208,208,343,39,,,773,773,22,39,81,168,6861
105668,2012,ef2011d_rv.csv,EFD,6,0,0,343,343,430,37,,,1053,1053,19,33,128,195,7385
105668,2013,ef2012d_rv.csv,EFD,4,0,0,430,430,265,21,,,1378,1378,18,31,92,245,6598
105668,2014,ef2013d_rv.csv,EFD,3,0,0,265,265,172,19,,,716,716,16,32,51,117,5016
105668,2015,ef2014d_rv.csv,EFD,2,0,0,172,172,113,25,,,400,400,23,34,43,90,4830
105668,2016,ef2015d_rv.csv,EFD,2,0,0,113,113,84,38,,,333,333,26,30,43,88,5213
105668,2017,ef2016d_rv.csv,EFD,2,0,0,84,84,109,33,0,0,221,221,27,29,28,60,5092
105668,2018,ef2017d_rv.csv,EFD,2,0,0,109,109,77,34,0,0,228,228,34,30,37,77,5035
105668,2019,ef2018d_rv.csv,EFD,2,0,0,77,77,94,30,0,0,222,222,29,31,23,64,4752
105668,2020,ef2019d_rv.csv,EFD,2,0,0,94,94,88,31,0,0,310,310,22,32,29,67,4638
105668,2021,ef2020d_rv.csv,EFD,4,0,0,88,88,109,40,0,0,294,294,26,28,35,77,2837
105668,2022,ef2021d_rv.csv,EFD,4,0,0,109,109,96,37,0,0,226,226,31,25,40,71,2628
105668,2023,ef2022d_rv.csv,EFD,2,0,0,93,93,162,60,0,0,169,169,43,28,56,72,8608
105668,2024,ef2023d.csv,EFD,2,0,0,0,0,165,,0,0,169,169,43,31,0,72,8996
106148,2007,ef2006d_RV.csv,EFD,10,,,,,316,50,,,,,31,,,,3119
106148,2008,ef2007d_rv.csv,EFD,14,0,0,315,315,355,47,,,389,389,24,,147,93,2474
106148,2009,ef2008d_rv.csv,EFD,17,0,0,335,335,376,55,,,404,404,34,,183,136,2223
106148,2010,ef2009d_rv.csv,EFD,24,0,0,371,371,345,53,,,451,451,33,21,196,151,1424
106148,2011,ef2010d_rv.csv,EFD,22,0,0,345,345,498,54,,,735,735,35,19,186,256,2236
106148,2012,ef2011d_rv.csv,EFD,18,0,0,450,450,346,51,,,620,620,31,19,231,191,1922
106148,2013,ef2012d_rv.csv,EFD,15,0,0,343,343,302,55,,,443,443,36,19,187,161,2012
106148,2014,ef2013d_rv.csv,EFD,20,0,0,302,302,440,63,,,547,547,35,19,189,191,2213
106148,2015,ef2014d_rv.csv,EFD,22,0,0,440,440,556,50,,,460,460,33,18,220,150,2505
106148,2016,ef2015d_rv.csv,EFD,21,0,0,561,561,501,56,,,542,542,43,23,314,235,2406
106148,2017,ef2016d_rv.csv,EFD,18,0,0,501,501,425,63,0,0,566,566,44,19,314,249,2367
106148,2018,ef2017d_rv.csv,EFD,21,0,0,425,425,529,59,0,0,483,483,44,19,250,212,2503
106148,2019,ef2018d_rv.csv,EFD,21,0,6,527,527,508,58,0,0,592,598,43,18,308,257,2387
106148,2020,ef2019d_rv.csv,EFD,22,0,0,508,508,564,60,0,0,588,588,43,19,306,251,2514
106148,2021,ef2020d_rv.csv,EFD,28,0,0,564,564,557,62,0,0,519,519,39,17,350,203,1961
106148,2022,ef2021d_rv.csv,EFD,17,0,0,557,557,500,63,0,0,428,428,37,17,352,158,2890
106148,2023,ef2022d_rv.csv,EFD,19,0,0,500,500,484,64,0,0,642,642,40,18,320,256,2555
106148,2024,ef2023d.csv,EFD,18,0,0,0,0,467,,0,0,0,0,,19,0,0,2618
106245,2007,ef2006d_RV.csv,EFD,32,,,,,605,60,,,,,41,,,,1868
106245,2008,ef2007d_rv.csv,EFD,41,0,0,605,605,814,59,,,58,58,36,,355,21,1984
106245,2009,ef2008d_rv.csv,EFD,33,0,0,814,814,620,62,,,48,48,27,,505,13,1893
106245,2010,ef2009d_rv.csv,EFD,33,0,0,620,620,674,65,,,56,56,29,11,406,16,2056
106245,2011,ef2010d_rv.csv,EFD,31,0,0,666,666,768,64,,,26,26,38,16,429,10,2478
106245,2012,ef2011d_rv.csv,EFD,33,0,0,768,768,871,62,,,29,29,41,17,479,12,2634
106245,2013,ef2012d_rv.csv,EFD,27,0,0,867,867,806,67,,,52,52,46,15,585,24,3009
106245,2014,ef2013d_rv.csv,EFD,24,0,0,806,806,633,70,,,30,30,47,14,562,14,2661
106245,2015,ef2014d_rv.csv,EFD,26,0,0,633,633,698,71,,,34,34,56,13,450,19,2658
106245,2016,ef2015d_rv.csv,EFD,27,0,0,698,698,815,72,,,28,28,29,15,502,8,3035
106245,2017,ef2016d_rv.csv,EFD,27,0,0,792,792,768,68,0,0,43,43,35,14,542,15,2804
106245,2018,ef2017d_rv.csv,EFD,31,0,0,768,768,717,69,0,0,37,37,43,14,533,16,2307
106245,2019,ef2018d_rv.csv,EFD,25,0,0,717,717,557,68,0,0,45,45,40,12,485,18,2227
106245,2020,ef2019d_rv.csv,EFD,27,0,0,557,557,563,66,0,0,44,44,39,13,370,17,2097
106245,2021,ef2020d_rv.csv,EFD,28,0,0,550,550,494,73,0,0,21,21,76,13,402,16,1762
106245,2022,ef2021d_rv.csv,EFD,26,0,0,478,478,446,65,0,0,19,19,47,11,313,9,1724
106245,2023,ef2022d_rv.csv,EFD,27,0,0,416,416,523,75,0,0,29,29,45,11,310,13,1934
106245,2024,ef2023d.csv,EFD,23,0,0,473,473,452,71,0,0,22,22,41,11,338,9,1995
106263,2010,ef2009d_rv.csv,EFD,,,,,,,,,,,,,10,,,
106263,2011,ef2010d_rv.csv,EFD,,,,,,,,,,,,,10,,,
106263,2012,ef2011d_rv.csv,EFD,,,,,,,,,,,,,9,,,
106263,2013,ef2012d_rv.csv,EFD,,,,,,,,,,,,,7,,,
106263,2014,ef2013d_rv.csv,EFD,,,,,,,,,,,,,7,,,
106263,2015,ef2014d_rv.csv,EFD,,,,,,,,,,,,,7,,,
106263,2016,ef2015d_rv.csv,EFD,,,,,,,,,,,,,7,,,
106263,2017,ef2016d_rv.csv,EFD,,,,,,,,,,,,,7,,,
106263,2018,ef2017d_rv.csv,EFD,,,,,,,,,,,,,10,,,
106263,2019,ef2018d_rv.csv,EFD,,,,,,,,,,,,,10,,,
106263,2020,ef2019d_rv.csv,EFD,,,,,,,,,,,,,14,,,
106263,2021,ef2020d_rv.csv,EFD,,,,,,,,,,,,,17,,,
106263,2022,ef2021d_rv.csv,EFD,,,,,,,,,,,,,21,,,
106263,2023,ef2022d_rv.csv,EFD,,,,,,,,,,,,,20,,,
106263,2024,ef2023d.csv,EFD,,,,,,,,,,,,,15,,,
106397,2007,ef2006d_RV.csv,EFD,68,,,,,2726,83,,,,,63,,,,4034
106397,2008,ef2007d_rv.csv,EFD,69,3,0,2723,2726,2879,83,,,58,58,60,,2256,35,4166
106397,2009,ef2008d_rv.csv,EFD,69,0,0,2879,2879,2979,81,,,20,20,55,,2324,11,4331
106397,2010,ef2009d_rv.csv,EFD,67,0,0,2979,2979,2891,83,,,32,32,53,18,2477,17,4329
106397,2011,ef2010d_rv.csv,EFD,71,0,0,2891,2891,3780,83,,,28,28,64,18,2390,18,5319
106397,2012,ef2011d_rv.csv,EFD,73,0,0,3780,3780,4414,83,,,30,30,63,19,3155,19,6088
106397,2013,ef2012d_rv.csv,EFD,74,0,0,4414,4414,4550,81,,,33,33,45,19,3585,15,6124
106397,2014,ef2013d_rv.csv,EFD,75,2,0,4548,4550,4300,82,,,24,24,54,19,3734,13,5761
106397,2015,ef2014d_rv.csv,EFD,74,0,0,4300,4300,4518,83,,,39,39,64,19,3562,25,6144
106397,2016,ef2015d_rv.csv,EFD,75,0,0,4518,4518,4871,82,,,53,53,66,19,3710,35,6486
106397,2017,ef2016d_rv.csv,EFD,76,2,0,4869,4871,4938,82,0,0,44,44,59,18,4014,26,6500
106397,2018,ef2017d_rv.csv,EFD,76,2,0,4936,4938,5032,82,0,0,29,29,62,18,4058,18,6639
106397,2019,ef2018d_rv.csv,EFD,76,1,0,5031,5032,4977,84,0,0,33,33,73,18,4216,24,6512
106397,2020,ef2019d_rv.csv,EFD,76,1,0,4976,4977,4564,84,0,0,28,28,50,18,4190,14,6030
106397,2021,ef2020d_rv.csv,EFD,76,2,0,4560,4562,4685,85,0,0,39,39,56,19,3863,22,6204
106397,2022,ef2021d_rv.csv,EFD,76,4,0,4681,4685,6012,87,0,0,41,41,66,19,4076,27,7862
106397,2023,ef2022d_rv.csv,EFD,81,0,0,6012,6012,7063,86,0,0,51,51,61,20,5145,31,8752
106397,2024,ef2023d.csv,EFD,81,5,0,7058,7063,6290,86,0,0,33,33,67,20,6102,22,7745
106412,2007,ef2006d_RV.csv,EFD,78,,,,,691,54,,,,,20,,,,886
106412,2008,ef2007d_rv.csv,EFD,81,1,0,690,691,788,57,,,32,32,22,,394,7,970
106412,2009,ef2008d_rv.csv,EFD,83,0,0,788,788,954,60,,,31,31,13,,476,4,1155
106412,2010,ef2009d_rv.csv,EFD,81,0,0,954,954,960,64,,,26,26,19,17,610,5,1182
106412,2011,ef2010d_rv.csv,EFD,81,0,0,960,960,781,57,,,17,17,35,17,546,6,962
106412,2012,ef2011d_rv.csv,EFD,76,0,0,781,781,650,56,,,21,21,14,15,438,3,850
106412,2013,ef2012d_rv.csv,EFD,75,0,0,650,650,564,55,,,27,27,7,15,355,2,751
