UNITID,ACAD_YEAR,FILE_NAME,TABLE_TRIM,Current year GRS cohort as a percent of entering class,Exclusions from full-time fall 2022 cohort,Exclusions from part-time fall 2022 cohort,Full-time adjusted fall 2022 cohort,Full-time fall 2022 cohort,Full-time first-time degree/certificate-seeking undergraduate (current year GRS cohort),"Full-time retention rate, 2023",Inclusions to the full-time fall 2022 cohort,Inclusions to the part-time fall 2022 cohort,Part-time adjusted fall 2022 cohort,Part-time fall 2022 cohort,"Part-time retention rate, 2023",Student-to-faculty ratio,Students from the full-time adjusted fall 2022 cohort enrolled in fall 2023,Students from the part-time adjusted fall 2022 cohort enrolled in fall 2023,"Total entering students at the undergraduate level, fall 2023"
131399,2022,ef2021d_rv.csv,EFD,34,0,0,128,128,178,53,0,0,16,16,31,8,68,5,531
131399,2023,ef2022d_rv.csv,EFD,29,0,0,95,95,213,54,0,0,21,21,19,6,51,4,723
131399,2024,ef2023d.csv,EFD,23,0,0,108,108,226,67,0,0,27,27,37,6,72,10,995
132693,2007,ef2006d_RV.csv,EFD,33,,,,,1456,68,,,,,50,,,,4406
132693,2008,ef2007d_rv.csv,EFD,52,0,0,1456,1456,1708,69,,,713,713,52,,1009,369,3293
132693,2009,ef2008d_rv.csv,EFD,53,0,0,1708,1708,1757,72,,,822,822,49,,1227,401,3316
132693,2010,ef2009d_rv.csv,EFD,53,0,0,1757,1757,1997,73,,,824,824,54,21,1289,445,3739
132693,2011,ef2010d_rv.csv,EFD,55,0,0,1997,1997,2052,67,,,884,884,46,21,1345,411,3763
132693,2012,ef2011d_rv.csv,EFD,52,0,0,2052,2052,2090,69,,,930,930,52,20,1420,486,4024
132693,2013,ef2012d_rv.csv,EFD,51,0,0,2090,2090,1706,63,,,1154,1154,49,20,1323,566,3356
132693,2014,ef2013d_rv.csv,EFD,49,0,0,0,0,1581,,,,0,0,,20,0,0,3202
132693,2015,ef2014d_rv.csv,EFD,50,0,0,0,0,1513,,,,0,0,,24,0,0,3002
132693,2016,ef2015d_rv.csv,EFD,59,0,0,0,0,1459,,,,0,0,,19,0,0,2479
132693,2017,ef2016d_rv.csv,EFD,48,0,0,0,0,1495,,0,0,0,0,,17,0,0,3106
132693,2018,ef2017d_rv.csv,EFD,46,0,0,0,0,1433,,0,0,0,0,,18,0,0,3124
132693,2019,ef2018d_rv.csv,EFD,45,0,0,0,0,1325,,0,0,0,0,,17,0,0,2917
132693,2020,ef2019d_rv.csv,EFD,45,0,0,0,0,1280,,0,0,0,0,,17,0,0,2827
132693,2021,ef2020d_rv.csv,EFD,47,0,0,0,0,1111,,0,0,0,0,,17,0,0,2379
132693,2022,ef2021d_rv.csv,EFD,41,0,0,0,0,922,,0,0,0,0,,16,0,0,2224
132693,2023,ef2022d_rv.csv,EFD,44,0,0,0,0,1036,,0,0,0,0,,18,0,0,2360
132693,2024,ef2023d.csv,EFD,46,0,0,0,0,1217,,0,0,0,0,,20,0,0,2641
132709,2007,ef2006d_RV.csv,EFD,31,,,,,2985,64,,,,,49,,,,9492
132709,2008,ef2007d_rv.csv,EFD,42,0,0,2985,2985,3335,68,,,2753,2753,51,,2043,1403,7946
132709,2009,ef2008d_rv.csv,EFD,44,0,0,3335,3335,3668,71,,,2996,2996,51,,2360,1534,8285
132709,2010,ef2009d_rv.csv,EFD,43,0,0,3668,3668,4145,75,,,3004,3004,56,30,2737,1685,9601
132709,2011,ef2010d_rv.csv,EFD,39,0,0,0,0,4054,,,,0,0,,30,0,0,10279
132709,2012,ef2011d_rv.csv,EFD,36,0,0,0,0,3728,,,,0,0,,29,0,0,10372
132709,2013,ef2012d_rv.csv,EFD,35,0,0,0,0,3589,,,,0,0,,27,0,0,10205
132709,2014,ef2013d_rv.csv,EFD,38,0,0,0,0,4003,,,,0,0,,24,0,0,10672
132709,2015,ef2014d_rv.csv,EFD,36,0,0,0,0,3903,,,,0,0,,27,0,0,10805
132709,2016,ef2015d_rv.csv,EFD,39,0,0,0,0,4198,,,,0,0,,29,0,0,10649
132709,2017,ef2016d_rv.csv,EFD,37,0,0,0,0,3676,,0,0,0,0,,27,0,0,9873
132709,2018,ef2017d_rv.csv,EFD,37,0,0,0,0,3298,,0,0,0,0,,27,0,0,8877
132709,2019,ef2018d_rv.csv,EFD,37,0,0,0,0,3341,,0,0,0,0,,30,0,0,9024
132709,2020,ef2019d_rv.csv,EFD,42,0,0,0,0,3603,,0,0,0,0,,31,0,0,8499
132709,2021,ef2020d_rv.csv,EFD,47,0,0,0,0,2749,,0,0,0,0,,26,0,0,5850
132709,2022,ef2021d_rv.csv,EFD,45,0,0,0,0,2773,,0,0,0,0,,28,0,0,6226
132709,2023,ef2022d_rv.csv,EFD,45,0,0,0,0,3018,,0,0,0,0,,29,0,0,6661
132709,2024,ef2023d.csv,EFD,46,0,0,0,0,3059,,0,0,0,0,,30,0,0,6696
132851,2007,ef2006d_RV.csv,EFD,42,,,,,700,57,,,,,50,,,,1664
132851,2008,ef2007d_rv.csv,EFD,35,0,0,700,700,818,63,,,406,406,48,,439,195,2316
132851,2009,ef2008d_rv.csv,EFD,35,0,0,818,818,921,66,,,536,536,47,,542,251,2614
132851,2010,ef2009d_rv.csv,EFD,34,0,0,921,921,1097,65,,,598,598,59,19,603,350,3220
132851,2011,ef2010d_rv.csv,EFD,37,0,0,0,0,879,,,,0,0,,18,0,0,2385
132851,2012,ef2011d_rv.csv,EFD,50,0,0,0,0,768,,,,0,0,,19,0,0,1546
132851,2013,ef2012d_rv.csv,EFD,48,0,0,0,0,794,,,,0,0,,25,0,0,1662
132851,2014,ef2013d_rv.csv,EFD,52,0,0,0,0,827,,,,0,0,,26,0,0,1591
132851,2015,ef2014d_rv.csv,EFD,59,0,0,0,0,900,,,,0,0,,28,0,0,1534
132851,2016,ef2015d_rv.csv,EFD,52,0,0,0,0,878,,,,0,0,,23,0,0,1704
132851,2017,ef2016d_rv.csv,EFD,54,0,0,0,0,877,,0,0,0,0,,24,0,0,1637
132851,2018,ef2017d_rv.csv,EFD,54,0,0,0,0,922,,0,0,0,0,,24,0,0,1708
132851,2019,ef2018d_rv.csv,EFD,56,0,0,0,0,947,,0,0,0,0,,20,0,0,1693
132851,2020,ef2019d_rv.csv,EFD,57,0,0,0,0,910,,0,0,0,0,,21,0,0,1594
132851,2021,ef2020d_rv.csv,EFD,49,0,0,0,0,639,,0,0,0,0,,19,0,0,1308
132851,2022,ef2021d_rv.csv,EFD,49,0,0,0,0,575,,0,0,0,0,,18,0,0,1169
132851,2023,ef2022d_rv.csv,EFD,52,0,0,0,0,742,,0,0,0,0,,17,0,0,1420
132851,2024,ef2023d.csv,EFD,52,0,0,0,0,745,,0,0,0,0,,16,0,0,1438
132903,2007,ef2006d_RV.csv,EFD,56,,,,,6375,82,,,,,81,,,,11434
132903,2008,ef2007d_rv.csv,EFD,55,0,0,6375,6375,6331,84,,,254,254,78,,5355,197,11574
132903,2009,ef2008d_rv.csv,EFD,53,0,0,6331,6331,6118,86,,,237,237,74,,5436,176,11538
132903,2010,ef2009d_rv.csv,EFD,50,0,0,6118,6118,6303,87,,,180,180,77,31,5350,139,12711
132903,2011,ef2010d_rv.csv,EFD,46,0,0,6261,6261,6050,87,,,117,117,77,31,5424,90,13245
132903,2012,ef2011d_rv.csv,EFD,44,0,0,6013,6013,6184,87,,,149,149,70,32,5248,104,13927
132903,2013,ef2012d_rv.csv,EFD,44,0,0,6139,6139,5934,88,,,120,120,72,32,5387,86,13466
132903,2014,ef2013d_rv.csv,EFD,42,3,0,5905,5908,5833,87,,,153,153,78,31,5144,120,13778
132903,2015,ef2014d_rv.csv,EFD,45,0,0,5816,5816,6216,88,,,214,214,83,31,5089,178,13966
132903,2016,ef2015d_rv.csv,EFD,43,0,0,6207,6207,6324,89,,,237,237,81,30,5532,191,14677
132903,2017,ef2016d_rv.csv,EFD,42,3,0,6294,6297,6170,89,0,0,206,206,78,30,5589,161,14640
132903,2018,ef2017d_rv.csv,EFD,44,4,0,6148,6152,6678,90,0,0,218,218,80,30,5506,174,15077
132903,2019,ef2018d_rv.csv,EFD,46,0,0,6686,6678,7062,90,8,0,192,192,82,30,6043,157,15443
132903,2020,ef2019d_rv.csv,EFD,47,2,0,7055,7057,7152,91,0,0,167,167,84,30,6454,141,15161
132903,2021,ef2020d_rv.csv,EFD,48,0,0,7150,7150,7624,92,0,0,171,171,82,31,6589,140,15812
132903,2022,ef2021d_rv.csv,EFD,47,3,0,7620,7623,6712,92,0,0,412,412,83,30,6999,340,14344
132903,2023,ef2022d_rv.csv,EFD,47,7,0,6705,6712,6912,93,0,0,377,377,84,29,6235,316,14658
132903,2024,ef2023d.csv,EFD,47,0,1,6912,6912,7226,92,0,0,598,599,89,29,6370,535,15254
133021,2007,ef2006d_RV.csv,EFD,40,,,,,313,66,,,,,73,,,,773
133021,2008,ef2007d_rv.csv,EFD,69,0,0,313,313,378,69,,,75,75,69,,216,52,544
133021,2009,ef2008d_rv.csv,EFD,69,0,0,378,378,442,70,,,99,99,71,,264,70,636
133021,2010,ef2009d_rv.csv,EFD,66,0,0,442,442,380,64,,,90,90,52,20,284,47,577
133021,2011,ef2010d_rv.csv,EFD,70,0,0,0,0,407,,,,0,0,,17,0,0,581
133021,2012,ef2011d_rv.csv,EFD,57,0,0,0,0,338,,,,0,0,,19,0,0,597
133021,2013,ef2012d_rv.csv,EFD,63,0,0,0,0,359,,,,0,0,,19,0,0,566
133021,2014,ef2013d_rv.csv,EFD,64,0,0,0,0,340,,,,0,0,,20,0,0,529
133021,2015,ef2014d_rv.csv,EFD,58,0,0,0,0,309,,,,0,0,,18,0,0,534
133021,2016,ef2015d_rv.csv,EFD,54,0,0,0,0,356,,,,0,0,,15,0,0,657
133021,2017,ef2016d_rv.csv,EFD,76,0,0,0,0,355,,0,0,0,0,,16,0,0,466
133021,2018,ef2017d_rv.csv,EFD,66,0,0,0,0,364,,0,0,0,0,,13,0,0,549
133021,2019,ef2018d_rv.csv,EFD,69,0,0,0,0,367,,0,0,0,0,,12,0,0,534
133021,2020,ef2019d_rv.csv,EFD,65,0,0,0,0,308,,0,0,0,0,,18,0,0,477
133021,2021,ef2020d_rv.csv,EFD,58,0,0,0,0,261,,0,0,0,0,,16,0,0,451
133021,2022,ef2021d_rv.csv,EFD,66,0,0,0,0,284,,0,0,0,0,,19,0,0,431
133021,2023,ef2022d_rv.csv,EFD,62,0,0,0,0,280,,0,0,0,0,,18,0,0,455
133021,2024,ef2023d.csv,EFD,54,0,0,0,0,246,,0,0,0,0,,18,0,0,458
133386,2007,ef2006d_RV.csv,EFD,13,,,,,1566,59,,,,,46,,,,12016
133386,2008,ef2007d_rv.csv,EFD,45,0,0,1566,1566,1351,57,,,557,557,56,,900,314,2995
133386,2009,ef2008d_rv.csv,EFD,31,0,0,1351,1351,1013,68,,,662,662,49,,922,327,3238
133386,2010,ef2009d_rv.csv,EFD,50,0,0,1013,1013,2157,69,,,1513,1513,55,22,700,825,4302
133386,2011,ef2010d_rv.csv,EFD,43,0,0,0,0,1887,,,,0,0,,23,0,0,4397
133386,2012,ef2011d_rv.csv,EFD,44,0,0,0,0,1456,,,,0,0,,26,0,0,3274
133386,2013,ef2012d_rv.csv,EFD,50,0,0,0,0,1518,,,,0,0,,25,0,0,3047
133386,2014,ef2013d_rv.csv,EFD,45,0,0,0,0,1497,,,,0,0,,21,0,0,3338
133386,2015,ef2014d_rv.csv,EFD,41,0,0,0,0,1170,,,,0,0,,18,0,0,2847
133386,2016,ef2015d_rv.csv,EFD,47,0,0,0,0,1476,,,,0,0,,20,0,0,3110
133386,2017,ef2016d_rv.csv,EFD,14,0,0,0,0,383,,0,0,0,0,,17,0,0,2725
133386,2018,ef2017d_rv.csv,EFD,37,0,0,0,0,1277,,0,0,0,0,,19,0,0,3414
133386,2019,ef2018d_rv.csv,EFD,41,0,0,0,0,1271,,0,0,0,0,,18,0,0,3068
133386,2020,ef2019d_rv.csv,EFD,45,0,0,0,0,1331,,0,0,0,0,,20,0,0,2949
133386,2021,ef2020d_rv.csv,EFD,44,0,0,0,0,1045,,0,0,0,0,,19,0,0,2382
133386,2022,ef2021d_rv.csv,EFD,45,0,0,0,0,1070,,0,0,0,0,,17,0,0,2388
133386,2023,ef2022d_rv.csv,EFD,46,0,0,0,0,1058,,0,0,0,0,,16,0,0,2316
133386,2024,ef2023d.csv,EFD,43,0,0,0,0,1035,,0,0,0,0,,17,0,0,2387
133508,2007,ef2006d_RV.csv,EFD,37,,,,,1573,56,,,,,39,,,,4298
133508,2008,ef2007d_rv.csv,EFD,19,0,0,1573,1573,1359,61,,,843,843,44,,964,372,7061
133508,2009,ef2008d_rv.csv,EFD,39,0,0,1359,1359,1619,58,,,1201,1201,46,,790,553,4116
133508,2010,ef2009d_rv.csv,EFD,41,0,0,1619,1619,1957,65,,,1219,1219,52,30,1047,630,4783
133508,2011,ef2010d_rv.csv,EFD,41,0,0,0,0,1794,,,,0,0,,28,0,0,4373
133508,2012,ef2011d_rv.csv,EFD,41,0,0,0,0,1682,,,,0,0,,24,0,0,4138
133508,2013,ef2012d_rv.csv,EFD,44,0,0,0,0,1519,,,,0,0,,28,0,0,3468
133508,2014,ef2013d_rv.csv,EFD,48,0,0,0,0,1779,,,,0,0,,25,0,0,3741
133508,2015,ef2014d_rv.csv,EFD,49,0,0,0,0,1851,,,,0,0,,27,0,0,3800
133508,2016,ef2015d_rv.csv,EFD,41,0,0,0,0,1615,,,,0,0,,28,0,0,3934
133508,2017,ef2016d_rv.csv,EFD,39,0,0,0,0,1661,,0,0,0,0,,31,0,0,4211
133508,2018,ef2017d_rv.csv,EFD,46,0,0,0,0,1781,,0,0,0,0,,29,0,0,3831
133508,2019,ef2018d_rv.csv,EFD,51,0,0,0,0,1989,,0,0,0,0,,30,0,0,3871
133508,2020,ef2019d_rv.csv,EFD,52,0,0,0,0,2098,,0,0,0,0,,30,0,0,4058
133508,2021,ef2020d_rv.csv,EFD,54,0,0,0,0,1862,,0,0,0,0,,26,0,0,3446
133508,2022,ef2021d_rv.csv,EFD,51,0,0,0,0,1822,,0,0,0,0,,27,0,0,3551
133508,2023,ef2022d_rv.csv,EFD,52,0,0,0,0,1828,,0,0,0,0,,27,0,0,3529
133508,2024,ef2023d.csv,EFD,51,0,0,0,0,1773,,0,0,0,0,,28,0,0,3467
133650,2007,ef2006d_RV.csv,EFD,82,,,,,1705,81,,,,,63,,,,2067
133650,2008,ef2007d_rv.csv,EFD,84,0,0,1705,1705,1757,82,,,28,28,82,,1392,23,2096
133650,2009,ef2008d_rv.csv,EFD,83,0,0,1771,1771,2092,83,,,15,15,60,,1465,9,2516
133650,2010,ef2009d_rv.csv,EFD,80,0,0,2098,2098,2420,78,,,18,18,50,18,1642,9,3037
133650,2011,ef2010d_rv.csv,EFD,80,0,0,2420,2420,2702,81,,,24,24,54,19,1970,13,3357
133650,2012,ef2011d_rv.csv,EFD,76,0,0,2702,2702,1941,79,,,40,40,63,20,2145,25,2556
133650,2013,ef2012d_rv.csv,EFD,74,0,0,1941,1941,1510,80,,,26,26,69,19,1547,18,2045
133650,2014,ef2013d_rv.csv,EFD,74,0,0,1510,1510,1273,82,,,7,7,29,17,1231,2,1719
133650,2015,ef2014d_rv.csv,EFD,62,0,0,1273,1273,1388,81,,,4,4,50,15,1027,2,2229
133650,2016,ef2015d_rv.csv,EFD,69,0,0,1388,1388,1591,85,,,12,12,67,16,1178,8,2297
133650,2017,ef2016d_rv.csv,EFD,60,0,0,1591,1591,1293,83,0,0,9,9,11,15,1324,1,2142
133650,2018,ef2017d_rv.csv,EFD,65,0,0,1293,1293,1655,83,0,0,35,35,57,16,1068,20,2551
133650,2019,ef2018d_rv.csv,EFD,59,0,0,1655,1655,1373,81,0,0,29,29,45,16,1334,13,2347
133650,2020,ef2019d_rv.csv,EFD,62,0,0,1373,1373,1318,80,0,0,48,48,69,15,1100,33,2117
133650,2021,ef2020d_rv.csv,EFD,55,0,0,1291,1291,997,85,0,0,22,22,73,14,1103,16,1804
133650,2022,ef2021d_rv.csv,EFD,56,0,0,997,997,1139,89,0,0,43,43,72,14,888,31,2050
133650,2023,ef2022d_rv.csv,EFD,60,0,0,1139,1139,1484,90,0,0,28,28,61,14,1023,17,2486
133650,2024,ef2023d.csv,EFD,60,0,0,1484,1484,1359,86,0,0,55,55,67,14,1281,37,2278
133669,2007,ef2006d_RV.csv,EFD,92,,,,,2125,73,,,,,63,,,,2312
133669,2008,ef2007d_rv.csv,EFD,41,0,0,2141,2141,2513,74,,,173,173,73,,1577,126,6201
133669,2009,ef2008d_rv.csv,EFD,45,0,0,2520,2520,2631,75,,,157,157,61,,1897,96,5795
133669,2010,ef2009d_rv.csv,EFD,38,0,0,2631,2631,2436,79,,,150,150,69,18,2080,104,6378
133669,2011,ef2010d_rv.csv,EFD,40,0,0,2389,2389,2628,80,,,165,165,72,21,1906,118,6512
133669,2012,ef2011d_rv.csv,EFD,44,0,0,2628,2628,3126,79,,,135,135,73,20,2073,98,7081
133669,2013,ef2012d_rv.csv,EFD,42,0,0,3126,3126,2975,78,,,137,137,67,23,2446,92,7054
133669,2014,ef2013d_rv.csv,EFD,46,0,0,2975,2975,3298,77,,,191,191,68,24,2276,129,7177
133669,2015,ef2014d_rv.csv,EFD,45,0,0,3298,3298,2916,75,,,160,160,69,24,2477,111,6479
133669,2016,ef2015d_rv.csv,EFD,47,0,0,2916,2916,3290,78,,,137,137,61,23,2264,83,7059
133669,2017,ef2016d_rv.csv,EFD,44,9,4,3281,3290,3036,77,0,0,172,176,62,24,2532,106,6880
133669,2018,ef2017d_rv.csv,EFD,43,9,0,3027,3036,2782,79,0,0,143,143,64,24,2399,92,6539
133669,2019,ef2018d_rv.csv,EFD,48,4,0,2777,2781,3158,82,0,0,9,9,78,21,2285,7,6531
133669,2020,ef2019d_rv.csv,EFD,46,13,0,3145,3158,3165,81,0,0,5,5,60,21,2560,3,6873
133669,2021,ef2020d_rv.csv,EFD,40,5,1,3160,3165,2975,82,0,0,117,118,59,22,2581,69,7365
133669,2022,ef2021d_rv.csv,EFD,36,8,0,2967,2975,2508,80,0,0,1277,1277,74,21,2382,944,6906
133669,2023,ef2022d_rv.csv,EFD,43,3,0,2505,2508,3050,81,0,0,1417,1417,71,22,2026,999,7143
133669,2024,ef2023d.csv,EFD,49,0,0,3050,3050,3567,84,0,0,1321,1321,78,23,2567,1026,7284
133702,2007,ef2006d_RV.csv,EFD,28,,,,,1897,58,,,,,41,,,,6781
133702,2008,ef2007d_rv.csv,EFD,39,0,0,1897,1897,2095,60,,,1869,1869,45,,1137,833,5374
133702,2009,ef2008d_rv.csv,EFD,26,0,0,2095,2095,1334,61,,,2089,2089,45,,1270,943,5153
133702,2010,ef2009d_rv.csv,EFD,37,0,0,1334,1334,2550,65,,,1806,1806,44,27,866,797,6925
133702,2011,ef2010d_rv.csv,EFD,30,0,0,0,0,1866,,,,0,0,,37,0,0,6239
133702,2012,ef2011d_rv.csv,EFD,36,0,0,0,0,2564,,,,0,0,,29,0,0,7057
133702,2013,ef2012d_rv.csv,EFD,34,0,0,0,0,1986,,,,0,0,,26,0,0,5834
133702,2014,ef2013d_rv.csv,EFD,35,0,0,0,0,1923,,,,0,0,,24,0,0,5449
133702,2015,ef2014d_rv.csv,EFD,34,0,0,0,0,1564,,,,0,0,,22,0,0,4667
133702,2016,ef2015d_rv.csv,EFD,33,0,0,0,0,1517,,,,0,0,,23,0,0,4652
133702,2017,ef2016d_rv.csv,EFD,34,0,0,0,0,1570,,0,0,0,0,,22,0,0,4683
133702,2018,ef2017d_rv.csv,EFD,27,0,0,0,0,1141,,0,0,0,0,,21,0,0,4178
133702,2019,ef2018d_rv.csv,EFD,28,0,0,0,0,1230,,0,0,0,0,,25,0,0,4402
133702,2020,ef2019d_rv.csv,EFD,25,0,0,0,0,1390,,0,0,0,0,,24,0,0,5500
133702,2021,ef2020d_rv.csv,EFD,28,0,0,0,0,1244,,0,0,0,0,,23,0,0,4408
133702,2022,ef2021d_rv.csv,EFD,26,0,0,0,0,1111,,0,0,0,0,,23,0,0,4262
133702,2023,ef2022d_rv.csv,EFD,28,0,0,0,0,1151,,0,0,0,0,,23,0,0,4183
133702,2024,ef2023d.csv,EFD,28,0,0,0,0,1285,,0,0,0,0,,24,0,0,4654
133951,2007,ef2006d_RV.csv,EFD,71,,,,,3756,78,,,,,63,,,,5299
133951,2008,ef2007d_rv.csv,EFD,48,0,0,3891,3891,3101,84,,,382,382,77,,3265,293,6454
133951,2009,ef2008d_rv.csv,EFD,39,0,0,3120,3120,2896,81,,,278,278,69,,2524,192,7370
133951,2010,ef2009d_rv.csv,EFD,33,0,0,2896,2896,2737,81,,,242,242,71,27,2343,173,8225
133951,2011,ef2010d_rv.csv,EFD,38,0,0,2737,2737,3693,83,,,160,160,69,28,2268,111,9645
133951,2012,ef2011d_rv.csv,EFD,41,0,0,3693,3693,4164,82,,,178,178,63,27,3036,113,10249
133951,2013,ef2012d_rv.csv,EFD,40,0,0,4164,4164,4124,82,,,293,293,71,26,3411,207,10215
133951,2014,ef2013d_rv.csv,EFD,41,0,0,4124,4124,4304,84,,,213,213,66,27,3445,140,10561
133951,2015,ef2014d_rv.csv,EFD,35,0,0,4301,4301,3761,84,,,220,220,62,26,3623,136,10657
133951,2016,ef2015d_rv.csv,EFD,39,0,0,3761,3761,3768,88,,,361,361,78,25,3292,281,9779
133951,2017,ef2016d_rv.csv,EFD,31,0,0,3768,3768,4159,88,0,0,415,415,76,27,3315,314,13585
133951,2018,ef2017d_rv.csv,EFD,24,0,0,4159,4159,3489,88,0,0,375,375,77,27,3677,288,14272
133951,2019,ef2018d_rv.csv,EFD,26,1,0,3488,3489,3942,90,0,0,796,796,87,26,3145,691,14889
133951,2020,ef2019d_rv.csv,EFD,22,0,0,3942,3942,3306,89,0,0,499,499,79,27,3514,392,15127
133951,2021,ef2020d_rv.csv,EFD,19,8,0,3298,3306,2734,91,0,0,692,692,83,25,3003,572,14495
133951,2022,ef2021d_rv.csv,EFD,21,1,1,2733,2734,2872,90,0,0,1028,1029,85,24,2465,874,13761
133951,2023,ef2022d_rv.csv,EFD,22,0,0,2872,2872,2979,91,0,0,1189,1189,86,24,2601,1023,13560
133951,2024,ef2023d.csv,EFD,26,0,0,2979,2979,3376,92,0,0,1445,1445,87,24,2729,1255,12874
133960,2007,ef2006d_RV.csv,EFD,18,,,,,59,53,,,,,32,,,,335
133960,2008,ef2007d_rv.csv,EFD,27,0,0,59,59,81,61,,,91,91,40,,36,36,300
133960,2009,ef2008d_rv.csv,EFD,21,0,0,81,81,75,64,,,95,95,42,,52,40,361
133960,2010,ef2009d_rv.csv,EFD,24,0,0,75,75,106,56,,,118,118,42,17,42,49,440
133960,2011,ef2010d_rv.csv,EFD,43,0,0,106,106,121,56,,,116,116,51,16,59,59,284
133960,2012,ef2011d_rv.csv,EFD,38,0,0,121,121,156,50,,,121,121,31,15,61,37,412
133960,2013,ef2012d_rv.csv,EFD,39,0,0,156,156,153,50,,,115,115,34,13,78,39,394
133960,2014,ef2013d_rv.csv,EFD,58,0,0,153,153,143,58,,,82,82,43,16,89,35,245
133960,2015,ef2014d_rv.csv,EFD,48,0,0,143,143,204,55,,,80,80,41,12,78,33,422
133960,2016,ef2015d_rv.csv,EFD,43,0,0,204,204,143,57,,,99,99,48,17,117,48,333
133960,2017,ef2016d_rv.csv,EFD,41,0,0,143,143,134,56,0,0,51,51,33,12,80,17,326
133960,2018,ef2017d_rv.csv,EFD,39,0,0,0,0,125,,0,0,0,0,,12,0,0,323
133960,2019,ef2018d_rv.csv,EFD,38,0,0,0,0,126,,0,0,0,0,,11,0,0,336
133960,2020,ef2019d_rv.csv,EFD,41,0,0,0,0,128,,0,0,0,0,,12,0,0,311
133960,2021,ef2020d_rv.csv,EFD,34,0,0,0,0,97,,0,0,0,0,,12,0,0,288
133960,2022,ef2021d_rv.csv,EFD,44,0,0,0,0,115,,0,0,0,0,,10,0,0,262
133960,2023,ef2022d_rv.csv,EFD,42,0,0,0,0,131,,0,0,0,0,,12,0,0,313
133960,2024,ef2023d.csv,EFD,41,0,0,0,0,107,,0,0,0,0,,10,0,0,258
134097,2007,ef2006d_RV.csv,EFD,74,,,,,6176,88,,,,,63,,,,8295
134097,2008,ef2007d_rv.csv,EFD,73,5,0,6208,6213,6066,89,,,43,43,60,,5518,26,8273
134097,2009,ef2008d_rv.csv,EFD,73,0,0,6134,6134,4978,89,,,58,58,71,,5479,41,6775
134097,2010,ef2009d_rv.csv,EFD,67,0,0,5014,5014,5942,91,,,33,33,73,25,4565,24,8817
134097,2011,ef2010d_rv.csv,EFD,67,0,0,5979,5979,5912,92,,,14,14,64,26,5483,9,8795
134097,2012,ef2011d_rv.csv,EFD,67,1,0,5911,5912,6093,92,,,15,15,80,27,5465,12,9056
134097,2013,ef2012d_rv.csv,EFD,68,1,0,6092,6093,5683,91,,,28,28,75,26,5552,21,8389
134097,2014,ef2013d_rv.csv,EFD,70,0,0,5683,5683,5980,92,,,29,29,69,26,5212,20,8512
134097,2015,ef2014d_rv.csv,EFD,69,1,0,5979,5980,5944,92,,,52,52,79,26,5516,41,8652
134097,2016,ef2015d_rv.csv,EFD,71,1,0,5943,5944,6039,93,,,50,50,80,25,5539,40,8547
134097,2017,ef2016d_rv.csv,EFD,73,0,0,6054,6039,6123,93,15,1,58,57,79,24,5605,46,8419
134097,2018,ef2017d_rv.csv,EFD,70,1,0,6215,6123,6365,94,93,1,68,67,79,22,5814,54,9113
134097,2019,ef2018d_rv.csv,EFD,71,1,0,6443,6365,6259,93,79,0,72,72,78,21,5968,56,8786
134097,2020,ef2019d_rv.csv,EFD,74,1,0,6258,6259,7056,93,0,0,65,65,83,21,5816,54,9536
134097,2021,ef2020d_rv.csv,EFD,73,0,0,7057,7056,5916,95,1,0,50,50,80,21,6669,40,8099
134097,2022,ef2021d_rv.csv,EFD,76,2,0,5914,5916,7465,94,0,0,90,90,87,22,5539,78,9787
134097,2023,ef2022d_rv.csv,EFD,73,2,0,7463,7465,5922,94,0,0,152,152,82,17,7010,124,8084
134097,2024,ef2023d.csv,EFD,71,5,0,5917,5922,5799,96,0,0,108,108,91,17,5659,98,8164
134130,2007,ef2006d_RV.csv,EFD,69,,,,,6641,94,,,,,85,,,,9675
134130,2008,ef2007d_rv.csv,EFD,66,1,0,6683,6684,6390,95,,,65,65,86,,6348,56,9629
134130,2009,ef2008d_rv.csv,EFD,74,0,0,6442,6442,6366,95,,,51,51,82,,6130,42,8652
134130,2010,ef2009d_rv.csv,EFD,75,0,0,6394,6394,6244,96,,,57,57,84,20,6137,48,8342
134130,2011,ef2010d_rv.csv,EFD,74,0,0,6301,6301,6372,96,,,13,13,85,21,6023,11,8568
134130,2012,ef2011d_rv.csv,EFD,74,0,0,6329,6329,6409,95,,,52,52,83,20,6027,43,8607
134130,2013,ef2012d_rv.csv,EFD,72,0,0,6409,6409,6273,96,,,20,20,75,21,6127,15,8672
134130,2014,ef2013d_rv.csv,EFD,73,0,0,6273,6273,6348,96,,,17,17,82,21,6051,14,8666
134130,2015,ef2014d_rv.csv,EFD,73,0,0,6348,6348,6475,96,,,22,22,68,21,6101,15,8842
134130,2016,ef2015d_rv.csv,EFD,73,0,0,6475,6475,6848,96,,,29,29,72,20,6198,21,9320
134130,2017,ef2016d_rv.csv,EFD,72,0,0,6848,6848,6801,97,0,0,27,27,78,20,6627,21,9483
134130,2018,ef2017d_rv.csv,EFD,68,0,0,6801,6801,6396,96,0,0,32,32,81,19,6533,26,9398
134130,2019,ef2018d_rv.csv,EFD,73,0,0,6396,6396,6758,97,0,0,32,32,81,18,6184,26,9305
